harness,num_service_units,N_or_iodepth,qdepth,threads,T_model_ns,measured_e2e_ns,measured_MIOPS,abs_err,rel_err
swarmio_fio,8,32,4,8,0,46030,0.6620,0,0.0
swarmio_fio,8,64,4,16,0,48000,1.2640,0,0.0
swarmio_fio,8,96,4,24,0,0,1.7950,0,0.0
swarmio_fio,8,128,4,32,0,0,2.2590,0,0.0
swarmio_fio,4,32,4,8,0,42670,0.7310,0,0.0
swarmio_fio,4,64,4,16,0,45090,1.3660,0,0.0
swarmio_fio,4,96,4,24,0,47360,1.9370,0,0.0
swarmio_fio,4,128,4,32,0,0,2.4450,0,0.0
